name,total_reviews,total_citedin,max_citedin,max_citedin_pmid,max_citedin_year,year_start,year_last
Francois Aubin,2,19,19,14721768,2004,2004,2010
David E Avigan,2,16,15,10225609,1999,1999,2014
Alfred Ayala,2,84,77,15817707,2005,2005,2007
O Baadsgaard,2,6,5,1824747,1991,1990,1991
Santu Bandyopadhyay,2,13,8,15481151,2004,2003,2004
Vincenzo Barnaba,2,3,3,23456834,2013,2013,2015
Markus J Barten,2,4,4,21722807,2011,2011,2016
F Basset,2,4,3,9561908,1998,1979,1998
Jagadeesh Bayry,2,22,17,15972625,2005,2005,2008
Kenneth W Beagley,2,21,14,19673684,2009,1996,2009
Stefan Beissert,2,12,8,18159907,2007,2003,2007
Matteo Bellone,2,11,8,18375183,2008,2001,2008
Igor M Belyakov,2,84,61,11905830,2002,2002,2004
C Berberich,2,13,10,11846231,2002,2001,2002
G Bergenholtz,2,10,10,9603235,1998,1992,1998
Carole L Berger,2,6,5,16697242,2006,2006,2008
M Cecilia Berin,2,19,14,23660362,2013,2012,2013
B Berman,2,0,0,2420433,1985,1985,2000
Alfons Billiau,2,168,97,11739546,2001,2001,2009
Pia Bjorck,2,3,2,10444356,1999,1999,2002
H E Blum,2,5,4,14648380,2003,2001,2003
Richard S Blumberg,2,55,47,17593659,2007,2007,2012
Irene Bonaccorsi,2,4,4,26551033,2015,2015,2015
J D Bos,2,34,24,15948970,2005,1997,2005
Aldar S Bourinbaiar,2,9,5,16787245,2006,2006,2009
Thomas J Braciale,2,25,20,21435950,2011,2011,2014
S M Breathnach,2,1,1,3056492,1988,1986,1988
Michael B Brenner,2,106,83,18037897,2007,2003,2007
Renier J Brentjens,2,4,2,15291974,2004,2004,2004
Francine Briere,2,32,26,10449158,1999,1999,2002
J S Bromberg,2,2,2,12180845,2002,2001,2002
Melissa A Brown,2,32,20,17498051,2007,2007,2007
C Bruijnzeel-Koomen,2,0,0,2679716,1989,1989,1990
Guy G Brusselle,2,129,103,21907865,2011,2009,2011
J Bubenik,2,4,4,11179474,2001,2001,2002
Tomas Buchler,2,3,2,12745659,2003,2003,2003
Patricia C Buchsel,2,3,3,17063617,2006,2005,2006
Luigi Buonaguro,2,31,19,21198673,2011,2011,2011
Sven Burgdorf,2,15,11,24556402,2014,2012,2014
William J Burlingham,2,10,6,18812197,2008,1996,2008
Eugene C Butcher,2,99,97,18711435,2008,2008,2016
Lisa H Butterfield,2,24,18,25904595,2015,2010,2015
Philip C Calder,2,38,35,17010239,2006,1997,2006
Irina Caminschi,2,33,24,22153931,2011,2011,2013
Martin J Cannon,2,8,6,15128013,2004,2002,2004
Ewa Carrier,2,36,26,19355944,2009,2009,2010
Andrea Cerutti,2,31,20,16174107,2005,2005,2012
Alfred E Chang,2,1,1,10219025,1999,1999,2002
Irshad H Chaudry,2,45,27,18048037,2007,2007,2008
Martin A Cheever,2,85,85,18364014,2008,1997,2008
Mirna Chehade,2,47,46,15637539,2005,2005,2007
Hu Chen,2,0,0,11367634,2001,2001,2014
Hongbo Chi,2,13,11,22504954,2012,2012,2013
Javier Chinen,2,2,2,18514804,2008,2004,2008
Shubhada Chiplunkar,2,34,18,19125004,2009,2009,2010
A Choudhury,2,3,3,18663443,2008,2001,2008
Christina S Chu,2,9,7,23592406,2013,2012,2013
D F Claxton,2,2,1,9419454,1998,1998,2001
Edward P Cohen,2,5,3,20352015,2010,2001,2010
C A Colaco,2,6,5,9763191,1998,1998,1999
Jose R Conejo-Garcia,2,30,19,20023378,2009,2009,2009
John Edward Connolly,2,4,3,22450675,2012,2012,2016
Curdin Conrad,2,11,11,19027868,2008,2003,2008
Anne Cooke,2,121,101,20577267,2010,2004,2010
K D Cooper,2,53,53,9010103,1997,1990,1997
Emanuela Corsini,2,10,8,23454144,2013,2011,2013
Michael Croft,2,20,19,16443545,2006,2006,2014
Maria Alicia Curotto de Lafaille,2,300,298,19464985,2009,2009,2012
B D Curti,2,1,1,9551218,1997,1997,2000
Maria C Cuturi,2,18,13,22227722,2012,2010,2012
Myron I Cybulsky,2,19,17,20720490,2010,2010,2016
J Czernielewski,2,0,0,2048895,1991,1991,1992
Reza Dana,2,4,4,19125064,2009,2009,2016
Christian Davrinche,2,9,8,12797453,2003,2003,2008
R A Daynes,2,1,1,2488859,1989,1986,1989
Bruno G De Geest,2,10,10,21060941,2010,2010,2012
Carl De Trez,2,11,9,18511331,2008,2008,2012
William K Decker,2,3,2,16443510,2006,2006,2015
Mario Delgado,2,15,8,16312132,2005,2005,2006
Anthony J Demetris,2,4,3,22051389,2011,1999,2011
Timothy L Denning,2,4,2,25891794,2015,2015,2015
M Di Nicola,2,1,1,10068060,1999,1999,2000
James P Di Santo,2,103,100,17717540,2007,2000,2007
Sandra S Diebold,2,37,20,18382438,2008,2008,2008
Guillaume Dighiero,2,2,2,12952218,2003,2003,2003
Dagmar Dilloo,2,4,4,15812533,2005,2003,2005
Robert W Doms,2,26,22,11448153,2001,2001,2004
Charles G Drake,2,9,6,21952278,2011,2008,2011
B Dreno,2,0,0,1351379,1992,1992,1993
Danuta Dus,2,0,0,17115005,2006,2006,2013
Eyad Elkord,2,21,16,24263240,2013,2007,2013
Wilfried Ellmeier,2,26,15,15133303,2004,2004,2009
Bart Everts,2,62,34,25534620,2014,2010,2014
Muller Fabbri,2,2,1,20003759,2009,2009,2014
Marika Falcone,2,8,5,20672910,2010,2010,2014
A S Fauci,2,29,17,8102261,1993,1993,1997
Maryam Feili-Hariri,2,6,6,17337777,2007,2001,2007
Marc Feldmann,2,42,29,22726116,2012,2002,2012
Silvano Ferrini,2,18,10,21827420,2011,2011,2015
Olivera J Finn,2,17,12,18400507,2008,2005,2008
Katherine A Fitzgerald,2,58,50,24854588,2014,2005,2014
Helena F Florindo,2,18,18,23524187,2013,2013,2016
Silvia C Formenti,2,86,68,16199306,2005,2005,2015
Francine M Foss,2,19,14,12068382,2002,2002,2006
S Fossum,2,6,5,2697910,1989,1989,1994
Aaron E Foster,2,5,4,22131805,2011,2004,2011
Jean-Jacques Fournie,2,9,8,19465238,2009,2009,2010
Franco Frati,2,7,7,17390755,2007,2006,2007
P S Friedmann,2,4,4,2679721,1989,1983,1989
Yoshinori Fukui,2,14,14,23911989,2013,2012,2013
Udo S Gaipl,2,31,16,26590829,2015,2012,2015
Thomas F Gajewski,2,43,34,25622193,2015,2012,2015
Jacques Galipeau,2,11,7,21158980,2010,2010,2010
Jian-Qing Gao,2,14,8,17891483,2007,2007,2011
Natalio Garbi,2,18,9,19941103,2009,2009,2010
J S Hill Gaston,2,8,7,17715172,2007,2007,2009
William C Gause,2,85,46,24145791,2013,2001,2013
Yair Gazitt,2,11,6,11953663,2002,2000,2002
Jorge Geffner,2,27,16,17321783,2007,2007,2011
G Frank Gerberick,2,4,2,11259869,2001,2001,2007
Laurel J Gershwin,2,6,3,17697644,2007,2007,2012
Nick Giannoukakis,2,19,13,21785616,2011,2007,2011
Angel Gil,2,23,18,20416121,2010,2010,2013
Michelle Ann Gill,2,24,20,22464668,2012,2012,2014
G Girolomoni,2,11,9,7495488,1995,1995,2001
Gregory M Glenn,2,37,29,12899576,2003,2002,2003
B Glick,2,9,6,1781155,1991,1991,1994
Michael S Goldberg,2,18,12,25860604,2015,2014,2015
Daniel R Goldstein,2,17,12,23806201,2013,2006,2013
Jianlin Gong,2,25,14,18767954,2008,2005,2008
Jean-Pierre Gorvel,2,18,17,18664389,2008,2008,2015
Alice B Gottlieb,2,10,5,3290292,1988,1988,2007
S Grabbe,2,12,8,11502164,2001,2001,2001
Stephen H Gregory,2,24,20,23076334,2012,2012,2013
Tim F Greten,2,14,8,23108303,2012,2010,2012
Ursula Grohmann,2,5,3,12727137,2003,2003,2003
Wolgang L Gross,2,9,5,18799068,2008,2008,2008
Herve Groux,2,25,14,15036233,2004,2001,2004
Beatrix Grubeck-Loebenstein,2,100,95,19624493,2009,2001,2009
Gabriele Grunig,2,10,9,15781123,2005,2003,2005
Pierre Guermonprez,2,328,308,11861614,2002,2002,2004
Sudhir Gupta,2,23,17,17182207,2006,2006,2013
Bumsuk Hahm,2,31,20,20800760,2010,2009,2010
Young S Hahn,2,21,15,18158725,2007,2004,2007
Cornelia Halin,2,15,9,24402708,2014,2013,2014
Muzlifah Haniffa,2,45,34,24070379,2013,2013,2014
Arno Hanninen,2,3,3,14708966,2004,2004,2014
William Harnett,2,18,12,16700887,2006,2005,2006
John T Harty,2,118,102,16860754,2006,2006,2011
Mamoru Hasegawa,2,5,3,17981677,2007,2007,2008
Robert E Hawkins,2,0,0,11709463,2001,2001,2005
Linda D Hazlett,2,21,19,12167240,2002,1993,2002
Hiroaki Hemmi,2,424,221,12527213,2003,2003,2006
Michael Hensel,2,60,52,16611223,2006,2006,2012
Farhad Heshmati,2,11,9,12877896,2003,2003,2014
Helen E Heslop,2,19,18,14993880,2004,2001,2004
E C Hoefsmit,2,20,20,7023875,1981,1981,1982
Stephen T Holgate,2,127,126,22561831,2012,2003,2012
Bernhard Homey,2,18,11,15967069,2005,2005,2009
A-H Hovav,2,16,15,23757304,2013,2013,2013
Fang-Ping Huang,2,12,7,21182072,2010,2002,2010
He Huang,2,2,2,24741636,2014,2012,2014
Iwona Hus,2,4,4,24495309,2014,2010,2014
Ken J Ishii,2,96,74,22728526,2012,2011,2012
Akihiro Ishizu,2,0,0,24730349,2014,2014,2017
Makoto Iwata,2,39,39,18849172,2008,2006,2008
David G Jackson,2,55,38,18519965,2008,2008,2013
Joshy Jacob,2,10,10,15181271,2004,2004,2012
Elaine S Jaffe,2,18,17,19851130,2009,1988,2009
Frode L Jahnsen,2,14,9,20457116,2009,2002,2009
Edith M Janssen,2,4,3,21626409,2011,2011,2016
Peter E Jensen,2,74,72,17878914,2007,2007,2014
Dieter Jocham,2,6,6,18345705,2008,2005,2008
Douglas E Jones,2,8,8,15604504,2004,2004,2004
Gareth E Jones,2,76,50,16546557,2006,2004,2006
Manel Jordana,2,2,2,14561147,2003,2001,2003
Regis Josien,2,14,14,18566364,2008,2008,2014
Szczepan Jozefowski,2,5,3,22470186,2012,2012,2012
Ulrich Kalinke,2,9,8,16971803,2006,2006,2015
E W Kamperdijk,2,23,22,7047373,1982,1982,1993
E Kampgen,2,10,7,10841944,2000,2000,2000
Tatsuyoshi Kawamura,2,0,0,21628848,2011,2011,2011
Denise Kelly,2,33,26,22861803,2012,2011,2012
Lajos Kemeny,2,18,11,21410666,2011,2011,2012
Ashok Khar,2,1,1,19689298,2009,2002,2009
Hiroshi Kiyono,2,20,18,19540811,2009,2009,2010
Bernard Klein,2,21,15,23061882,2012,1999,2012
Dennis M Klinman,2,24,21,24975812,2014,2014,2016
W Knapp,2,46,42,10611756,1999,1998,1999
Percy A Knolle,2,109,104,20498667,2010,2010,2010
J N Kochenderfer,2,10,9,17895521,2007,2001,2007
Jay K Kolls,2,41,33,24942687,2014,2014,2015
Yrjo T Konttinen,2,2,2,25158020,2014,2011,2014
Firouzeh Korangy,2,19,14,23017136,2012,2007,2012
Heinrich Korner,2,26,26,12102714,2002,2002,2016
M H Kosco,2,0,0,1896614,1991,1991,1991
Elizabeth J Kovacs,2,124,74,15039467,2004,2004,2009
Shigeo Koyasu,2,153,152,12860525,2003,2003,2006
G Kraal,2,87,87,1555921,1992,1989,1992
Anne Krug,2,10,7,18086372,2007,2007,2013
Akiharu Kubo,2,0,0,21628849,2011,2011,2014
Masato Kubo,2,362,362,17525754,2007,2005,2007
Steven L Kunkel,2,31,20,18073395,2007,2007,2007
Jon Amund Kyte,2,17,17,16612595,2006,2006,2006
P J Lane,2,10,10,10375555,1999,1999,2001
Jean Langhorne,2,44,36,15361231,2004,2004,2005
Lewis L Lanier,2,204,160,18340344,2008,2005,2008
Adriana T Larregina,2,35,23,20140521,2010,2007,2010
Marie Larsson,2,19,10,12974779,2003,2003,2004
Krzysztof Laudanski,2,2,2,16088316,2005,2005,2012
Alan H Lazarus,2,9,8,19630809,2009,2009,2010
Agnes Le Bon,2,210,164,12088676,2002,2002,2007
Kelvin P Lee,2,9,7,19756409,2009,2006,2009
Agnes Lehuen,2,10,8,21712017,2011,2011,2013
Roberto M Lemoli,2,0,0,11388744,2001,2001,2002
Petar S Lenert,2,27,16,16542467,2006,2005,2006
Laurel L Lenz,2,38,29,21178482,2010,2010,2012
Warren J Leonard,2,217,190,17953510,2007,2007,2008
Lee Leserman,2,5,5,15676125,2005,2003,2005
Sharon R Lewin,2,12,9,21996455,2011,2007,2011
Gang Li,2,54,52,16869941,2006,2006,2008
Yan Li,2,0,0,12452029,2002,2002,2003
Frederick R Liewehr,2,21,13,17509400,2007,2007,2007
Michael Lim,2,13,9,23413907,2013,2012,2013
Hans Link,2,12,7,11213261,2001,2001,2003
G B Lipford,2,2,2,10689779,2000,2000,2000
Dan R Littman,2,24,19,16922086,2006,2006,2007
L M Liu,2,8,6,9893354,1999,1993,1999
Jose Alejandro Lopez,2,64,58,16174093,2005,2005,2006
Mercedes N Lopez,2,9,6,11522238,2001,2001,2014
Franco Lori,2,9,5,15285717,2004,2004,2007
M T Lotze,2,21,13,9090785,1997,1997,1997
Michelle A Lowes,2,75,60,18685620,2008,2008,2009
Lina Lu,2,22,16,11810056,2002,1999,2002
Qianjin Lu,2,0,0,27769023,2016,2016,2016
Theresa T Lu,2,9,8,22006170,2011,2011,2015
Esther Lutgens,2,61,37,23430000,2013,2009,2013
Manfred B Lutz,2,16,9,16920497,2006,2004,2006
David H Lynch,2,35,29,18364008,2008,1998,2008
Crystal L Mackall,2,106,105,12010786,2002,2002,2005
Andreas Mackensen,2,26,21,18061513,2007,2001,2007
I C MacLennan,2,474,417,8011279,1994,1994,1997
Joaquin Madrenas,2,6,4,25542093,2014,2006,2014
Renaud Mahieux,2,13,11,21994785,2011,2011,2016
T W Mak,2,5,4,1650761,1991,1991,1994
Bernard Malissen,2,45,33,20231850,2010,2006,2010
F M Marincola,2,2,1,11727535,2001,2001,2002
Javier Martinez-Picado,2,61,43,20360840,2010,2010,2014
M Mason,2,33,18,12531360,2003,2001,2003
Lina Matera,2,16,8,11721699,2001,2001,2009
Sho Matsushita,2,0,0,17671410,2007,2007,2014
Marcus Maurer,2,31,20,18406371,2008,2007,2008
Kenneth C McCullough,2,9,6,18771683,2008,2008,2012
Michael G McHeyzer-Williams,2,25,15,17420119,2007,2006,2007
P G McMenamin,2,19,12,2152499,1990,1990,1997
Douglas G McNeel,2,3,2,16110615,2005,2000,2005
Ruslan Medzhitov,2,121,99,25789684,2015,2011,2015
Hans F Merk,2,4,4,19535973,2009,1985,2009
Jordan Patrick Metcalf,2,10,9,16207466,2005,2005,2016
L Meunier,2,9,9,10356402,1999,1999,1999
Rachel S Midgley,2,2,2,12597351,2003,2000,2003
Simon Milling,2,34,34,20193024,2010,2010,2013
Wei-Ping Min,2,10,5,12967783,2003,2003,2004
Pradyumna Kumar Mishra,2,6,5,22853757,2012,2012,2012
Mahtab Moayeri,2,135,113,19638283,2009,2009,2011
Mohamad Mohty,2,6,4,22728031,2012,2007,2012
Claudia Monaco,2,32,31,20652007,2010,2010,2015
Gil Mor,2,78,70,21401634,2011,2011,2014
P J Morris,2,16,16,2204317,1990,1990,1990
Shinichiro Motohashi,2,1,1,15861713,2005,2005,2010
Christiane Mousson,2,5,4,12819482,2003,2002,2003
U Mrowietz,2,9,9,7780915,1995,1993,1995
Anne Muller,2,33,22,22919602,2012,2012,2012
L M Nadler,2,15,15,1502976,1992,1991,1992
Hideyuki Nagasawa,2,7,4,14966363,2004,2002,2004
Cathryn Nagler-Anderson,2,10,7,15778338,2005,2001,2005
Arnon Nagler,2,8,5,22649466,2012,2012,2012
S K Nair,2,33,24,11067858,2000,2000,2001
Shuh Narumiya,2,65,34,22464140,2012,2010,2012
J B Natvig,2,2,2,3055374,1988,1988,1988
Olivier Neyrolles,2,2,2,25147188,2014,2006,2014
Christian Nezelof,2,4,4,15049008,2004,1986,2004
Florence Niedergang,2,39,26,15261675,2004,2004,2005
Jan Hendrik Niess,2,20,16,18777590,2008,2008,2011
Falk Nimmerjahn,2,24,18,22437760,2012,2010,2012
Takashi Nishimura,2,30,30,15471553,2004,2004,2005
Elfriede Noessner,2,8,8,21458102,2011,2005,2011
Christopher C Norbury,2,44,38,16556257,2006,2004,2006
James J Nordlund,2,13,12,17662893,2007,1985,2007
Mahyar Nouri-Shirazi,2,11,11,16548761,2006,2006,2007
Stephen L Nutt,2,31,25,20969585,2010,2010,2014
Meredith O'Keeffe,2,12,9,16174109,2005,2005,2007
Liam O'Mahony,2,17,12,22572827,2012,2012,2015
David W O'Neill,2,8,6,17914192,2007,2007,2010
Hans D Ochs,2,21,14,14612666,2003,2003,2005
Hirokazu Okada,2,0,0,10024979,1999,1999,2008
Imre Olah,2,1,1,26751596,2016,1989,2016
Johanna Olweus,2,15,15,19400865,2009,1999,2009
C E Orfanos,2,215,140,10072066,1999,1999,2000
M E Osband,2,3,2,3323181,1987,1987,1987
Suzanne Ostrand-Rosenberg,2,96,93,22313874,2012,1998,2012
H Pandha,2,0,0,12031866,2002,2002,2004
Ian Parker,2,26,14,16263308,2005,2005,2006
Steve Pascolo,2,24,18,18071662,2007,2006,2007
Virginia Pascual,2,143,92,17011763,2006,2003,2006
Graham Pawelec,2,5,3,12148904,2002,2002,2003
Edward J Pearce,2,73,41,26694970,2015,2005,2015
J Peguet-Navarro,2,0,0,8786891,1995,1995,1998
Serena Pellegatta,2,7,4,26321082,2015,2015,2015
Wen-Ming Peng,2,17,9,19672091,2009,2005,2009
Marcelo J Perone,2,8,7,23286940,2013,2010,2013
Sylvain Perruche,2,8,8,23428227,2013,2013,2013
J H Peters,2,41,41,8962630,1996,1996,1997
Simon Phipps,2,46,40,20811344,2010,2010,2013
Charles Pilette,2,3,2,26427032,2015,2015,2015
Herbert M Pinedo,2,6,4,10076717,1999,1999,2003
David S Pisetsky,2,25,22,18708168,2008,2000,2008
Hidde L Ploegh,2,170,135,18641646,2008,2000,2008
Jan Plzak,2,2,2,15821350,2005,2003,2005
Gabriele Pollara,2,12,7,16045541,2005,2005,2005
Jose Antonio Pons,2,2,2,21376423,2011,2011,2016
F Potet,2,2,2,7556973,1995,1995,1995
J D Pound,2,8,5,10929048,2000,1994,2000
Matthew E Poynter,2,24,12,21397661,2011,2011,2012
Bellur S Prabhakar,2,25,23,26113402,2015,2003,2015
C J A Punt,2,46,31,18262431,2008,2004,2008
Kristen J Radford,2,5,5,26243730,2015,2005,2015
Maria Dolores Ramirez-Gonzalez,2,2,2,16416652,2006,2006,2008
E Ranieri,2,5,5,17302887,2007,2005,2007
Rino Rappuoli,2,22,11,15950445,2005,2005,2009
Alain Ravaud,2,0,0,11182658,2001,2001,2002
Prabir Ray,2,29,15,20146711,2010,2008,2010
Eyal Raz,2,4,4,10550730,1999,1999,2009
Ann M Reed,2,8,6,20405498,2010,2008,2010
Andrew J Rees,2,80,61,24037418,2013,2010,2013
Yves Renaudineau,2,19,11,16483922,2006,2005,2006
Herbert Y Reynolds,2,13,11,11981302,2002,2000,2002
Antoni Ribas,2,16,11,16457651,2006,2006,2007
Malcolm Richardson,2,9,7,19273355,2009,2009,2009
Lorenz Rieger,2,12,11,16023204,2005,2005,2012
Charles R Jr Rinaldo,2,44,26,19093966,2008,2004,2008
D S Ritchie,2,1,1,9594966,1998,1998,2007
Sarah A Robertson,2,62,42,19279047,2009,2009,2013
Ellen A Robey,2,65,33,15357946,2004,2004,2010
Paul A Roche,2,30,16,11790530,2002,2002,2015
Franz Rodel,2,30,22,24139966,2013,2013,2014
Bart O Roep,2,5,3,24099301,2013,2013,2015
Helene F Rosenberg,2,16,13,18673278,2008,2008,2015
M Rosenzwajg,2,8,7,9426977,1998,1998,1998
Paul A Rota,2,41,36,18837775,2008,2008,2013
G Rowden,2,23,17,6178552,1981,1980,1981
S L Rowland-Jones,2,22,16,10209110,1999,1999,2001
Beatriz Ruibal-Ares,2,6,6,17266557,2007,2007,2007
Philippe Saas,2,2,1,11810054,2002,2002,2003
Michael S Sabel,2,36,35,19007768,2008,2008,2008
Ugur Sahin,2,30,25,21497074,2011,2011,2013
J Saloga,2,9,8,11729346,2001,2001,2006
Russell D Salter,2,13,8,19754904,2009,2007,2009
Matyas Sandor,2,10,8,20005900,2009,2009,2011
Frances Santiago-Schwarz,2,5,3,10449156,1999,1999,2004
Priyanka Sathe,2,11,7,19079209,2008,2008,2011
Noriyuki Sato,2,29,15,22947010,2012,2012,2012
Catherine Sautes-Fridman,2,46,33,21271351,2011,2011,2016
Huub F J Savelkoul,2,25,24,16030389,2005,1997,2005
J Sayag,2,2,2,1891670,1991,1986,1991
Gabriella Scarlatti,2,8,7,24689691,2014,2012,2014
M Schaefer,2,24,14,2526637,1989,1989,1990
Knut Schakel,2,8,8,19183400,2009,2009,2014
Howard I Scher,2,13,11,14571413,2003,1998,2003
Virgil E J Schijns,2,16,9,11642615,2001,2001,2013
Volker Schirrmacher,2,5,3,25998621,2015,2001,2015
C E Schrader,2,4,2,1835491,1991,1991,1995
Joachim L Schultze,2,38,24,17876564,2007,2007,2008
Phillip Scott,2,17,17,12088681,2002,2002,2009
Jochen Seissler,2,0,0,12714275,2003,2003,2004
Satoru Senju,2,0,0,21157130,2010,2010,2011
Arlene H Sharpe,2,148,111,17433872,2007,2005,2007
Gene M Shearer,2,88,88,17112786,2006,1989,2006
Zhi-Yong Sheng,2,2,2,25319775,2014,2007,2014
Guixiu Shi,2,3,3,24734242,2014,2014,2016
Yasushi Shiratori,2,1,1,15453287,2004,2004,2004
Haval Shirwan,2,5,3,24521311,2014,2009,2014
Yehuda Shoenfeld,2,63,41,15621572,2004,2004,2010
Antonio Sica,2,299,280,16520032,2006,2004,2006
Leonard H Sigal,2,2,1,21952480,2011,2011,2012
L J Simar,2,0,0,1896613,1991,1991,1993
John Sinclair,2,78,67,18164651,2008,2008,2008
Simona Sivori,2,22,12,21948375,2011,2011,2011
Anna Smed-Sorensen,2,11,9,21743321,2011,2011,2012
Phillip D Smith,2,37,32,21118402,2010,2010,2014
Clifford M Snapper,2,16,13,11377289,2001,2001,2003
P Soler,2,0,0,8519390,1995,1995,2003
Saburo Sone,2,7,5,21174561,2010,2002,2010
Vassili Soumelis,2,25,20,16892183,2006,2006,2015
Anne I Sperling,2,5,3,25290173,2014,2014,2014
J Sprent,2,17,9,3553374,1986,1986,1995
T E Starzl,2,39,37,8590864,1995,1994,1995
Joan Stein-Streilein,2,21,18,17454266,2007,2007,2007
J L Stephan,2,2,2,7588956,1995,1995,2002
Heribert Stoiber,2,18,10,11414359,2001,2001,2004
Willem Stoorvogel,2,26,18,18582577,2008,2008,2013
Walter J Storkus,2,7,5,9286419,1997,1997,2003
J W Streilein,2,22,22,8347303,1993,1990,1993
Jessica Strid,2,22,15,19369094,2009,2005,2009
Erik S G Stroes,2,12,9,16289002,2005,2005,2007
Marion Subklewe,2,2,2,23256799,2012,2002,2012
Frank Tacke,2,158,157,16920499,2006,2006,2009
Hidehito Takahashi,2,0,0,10635293,2000,2000,2004
Kazuaki Tanabe,2,31,17,17034569,2006,2005,2006
Ryuichi Tanaka,2,9,9,12792771,2003,2003,2003
Christian Taube,2,4,3,26595171,2015,2014,2015
J Taylor-Papadimitriou,2,3,3,12013535,2002,2000,2002
Thomas F Tedder,2,24,12,16913569,2006,2006,2007
Jurjen Tel,2,22,13,22796439,2012,2012,2014
Yen-Tung A Teng,2,36,18,17352656,2007,2007,2007
M B M Teunissen,2,30,19,21833835,2011,1992,2011
J Thivolet,2,3,3,2689488,1989,1985,1989
E Thorsby,2,22,21,6215331,1982,1982,1984
Martin Thurnher,2,2,2,16971465,2006,1999,2006
R E Tigelaar,2,7,7,2409184,1985,1985,1992
John M Timmerman,2,39,36,10073291,1999,1999,2004
Roland Tisch,2,41,31,16160071,2005,2005,2010
B A Tjoa,2,4,2,10617899,2000,2000,2000
G B Toews,2,1,1,8724695,1996,1991,1996
Felix N Toka,2,6,5,23727070,2013,2013,2015
Y Tokura,2,2,1,1293184,1992,1992,2000
Andre-Bernard Tonnel,2,16,16,16436336,2006,2006,2007
Louis Toujas,2,4,3,9851521,1998,1998,2003
Alain Trautmann,2,4,4,11529931,2001,2001,2006
S Tura,2,5,4,10586214,1999,1998,1999
Thomas Tuting,2,3,2,23617831,2013,2001,2013
Rajeev K Tyagi,2,17,9,23306369,2013,2008,2013
Hideki Ueno,2,37,27,21277223,2011,2010,2011
Evelyn Ullrich,2,25,17,18155952,2007,2007,2012
Jukka Vakkila,2,0,0,11859512,2002,2002,2003
I Valyi-Nagy,2,3,2,15550994,2004,1999,2004
Ilse Van Brussel,2,10,8,22851815,2012,2012,2013
Jo Van Damme,2,134,76,11574282,2001,2001,2005
Maries van den Broek,2,11,6,17967408,2007,2005,2007
Sylvia van Drunen Littel-van den Hurk,2,7,6,23252388,2012,2012,2014
C M van Drunen,2,15,8,23240614,2012,2008,2012
Stefaan W Van Gool,2,2,2,21469926,2011,2009,2011
S Vandenabeele,2,10,7,11502163,2001,1999,2001
K Y Vermaelen,2,9,7,19262504,2009,2009,2010
William Vermi,2,2,2,26743477,2016,2002,2016
Marjan A Versnel,2,11,10,19628297,2009,2000,2009
Joanne L Viney,2,22,20,15236195,2004,2004,2005
Marina Viora,2,10,7,17077296,2006,2006,2009
Christophe von Garnier,2,14,7,19137454,2009,2009,2011
Philipp von Landenberg,2,15,15,18190879,2008,2008,2010
S Vuckovic,2,4,3,12069378,2002,1997,2002
Bao-Xi Wang,2,15,15,19111165,2008,2008,2009
Wei Wei,2,5,4,25196430,2014,2014,2015
Drew Weissman,2,78,74,8607594,1996,1996,2003
Thomas Werfel,2,31,30,19357709,2009,2009,2011
Iwona Wertel,2,6,4,21557636,2011,2007,2011
Theresia M Westers,2,2,1,16920505,2006,2006,2007
Christopher J Wheeler,2,3,3,15732528,2005,2005,2005
Monique A M Willart,2,41,30,19016800,2008,2008,2010
S Brian Wilson,2,6,5,15186262,2004,2002,2004
Kamila Wojas,2,0,0,826985,1976,1976,2003
Kerstin Wolk,2,11,6,18021885,2007,2007,2010
Judith A Woodfolk,2,3,3,18978470,2008,2005,2008
Gregory M Woods,2,4,3,26092814,2015,1993,2015
Tim Worbs,2,54,49,22459312,2012,2008,2012
T-C Wu,2,23,20,20066511,2010,2006,2010
Jianping Xie,2,4,3,24594065,2014,2014,2015
Z Xing,2,11,6,10668210,2000,2000,2001
Hongmei Xu,2,9,7,22198743,2011,2011,2015
Yuekang Xu,2,10,10,23010632,2012,2012,2013
Mitsunori Yamakawa,2,19,16,8970191,1996,1996,2012
Hidehiro Yamane,2,97,69,23405892,2013,2012,2013
Sayuri Yamazaki,2,102,64,16903923,2006,2006,2009
Jonathan W Yewdell,2,70,69,12407410,2002,2002,2011
Qing Yi,2,10,6,14959845,2004,2003,2004
Teizo Yoshimura,2,28,21,11358976,2001,2001,2003
Rose Zamoyska,2,9,9,21725971,2011,1989,2011
